,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14,ECG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC,age,gender,participant,video,video_name,target_emotion,valence,arousal,dominance,stress_bin
0,-0.13760747265947598,-0.13723843650283973,-0.11699671562701691,-0.08061196564994633,-0.08111785542590544,-0.10877306565959073,-0.14668286375538503,-0.1829290609801099,-0.22977146767918358,-0.2737788208613997,-0.27396231729677506,-0.33960668089949586,-0.35307229591202,-0.36376708852558404,-0.3027404520009423,-0.050014745168994935,-0.06590601715773947,-0.06627668876919945,-0.20470690703144237,-0.20589155050859997,-0.16338204541779666,-0.20772196859109385,-0.2028377700817429,-0.2142846067339104,-0.20208979073271452,-0.20209389582956777,-0.22454835771439047,-0.20567205165952654,-0.203274704636911,-0.17457036095700734,-0.239332323272102,-0.23760430854415968,-0.17481427827869683,-0.27279631865349196,-0.2790337775842843,-0.2756212148826679,-0.24317717192370816,-0.24282889268273325,-0.23295813350810723,-0.2195885197597339,-0.2196927448860307,-0.2224784454270979,81.30583222979817,188.9365671641791,10.881194585595564,,,,,,,6.522357311503636,6.534573027906378,0.057591787280332006,0.034521413241492535,188.0,10.3782,0.0552031914893617,15.0,180.0,198.0,0.0,0.7462686567164178,166.0,224.5,3.3547175715850415,39.0625,,,0.020314942171298978,0.050812213361146885,0.014854320302877368,0.3998098727946492,0.23627771740612552,0.5909711719901374,-2.9796233913445493,4.62064090019131,14.705176255248226,0.3142192371557606,213.4626458270051,3.18250430297484,3.0362919871120635,187.19748572492466,0.5111940298507462,0.48361346621052115,0.6840933191940615,0.07670454545454546,49.78976749727827,49.784903477029516,49.79493436494354,49.8016758391591,0.5319735503051153,0.4680264496948848,3.3701483304891386,3.161081213784737,0.5189710225932547,0.4810289774067452,10.59236048967926,10.19790925675329,0.520135624023415,0.47986437597658504,7.859926294437352,7.549555517770397,1.3538189146580986,0.9341785946833474,1.4907605092442524,1.5520680364436417,0.3321944314086278,0.0756537875678811,-0.46972276529147594,0.00036313101046627947,0.05775100039454002,0.6966183749915357,1.0585326179126389,0.8723566521819952,0.7757487273234869,0.4487545477030186,0.6463155359768649,-0.5912925988326407,0.00011288453457951906,0.05627469565698316,1.0312877974607093,1.3164136571061804,5.276230119840795,1.0040877331835585,1.4575956783192083,1.3279058404977762,1.8861681501707124,1.6652791690973532,1.6505083792671127,3.056490175595915,0.7223363454141288,22,male,1,1,Searching for Bobby Fischer,calmness,4,3,2,0
3,-0.15897189919400448,-0.15812293109873288,-0.13111141116321726,-0.10067363045499615,-0.10073900016580183,-0.09796377330409566,-0.06962936969589933,-0.030775279689480697,-0.003793193546210513,-0.16408827895738184,-0.1637051446405107,-0.05275420505122941,-0.30549153869493406,-0.3136521065286971,-0.2192970430998418,-0.1142289367683866,-0.1065834130298794,-0.0856924830290332,-0.19077243332026478,-0.19198107136149947,-0.16023644182311236,-0.1870847927290513,-0.18320416502203457,-0.164320016507806,-0.18156530121958095,-0.18116694848550774,-0.09573849717243776,-0.18574793302569406,-0.18347224775782028,-0.1562287380857053,-0.2077940884384909,-0.20670022423865833,-0.12427012320774293,-0.07861347689790102,-0.07830622611583163,-0.07880954563507651,-0.2310143151768611,-0.23061746730725258,-0.1950136266907019,-0.19355019367011914,-0.1936874766641917,-0.15888340323052105,74.42772171211534,206.4390243902439,12.16358829862138,,,,,,,7.592550864259325,7.60772376680095,0.05892097356373778,0.03677866085002744,207.0,11.8608,0.05729855072463768,15.5,197.0,217.0,0.0,0.7317073170731707,165.0,239.0,4.227253401360544,62.5,,,0.013314537464862363,0.09311827429281955,0.05124013138736711,0.1429865795716055,0.08444419495470208,0.5905782653245362,-2.3738864334877166,5.379473064899017,16.138211137493734,0.3333375428934,272.73860657904385,2.9999621747648897,3.1427134944436528,193.65604088994033,0.524390243902439,0.5188832487309645,0.7378393665158371,0.06227106227106227,51.877055481656576,52.05772712477497,51.7153671748836,40.04314720812182,0.44131502184335264,0.5586849781566473,3.5751125756998583,4.022710971665926,0.5987003927674626,0.40129960723253727,12.483153306504821,10.214239067582497,0.5829474353191123,0.41705256468088786,9.182198090167827,7.763513662929773,1.2978216505870113,0.907956340430455,1.298630027926336,1.7121128239540657,-0.22410406888640733,-1.1524725292035303,-0.0481670109906263,0.0005404072966209738,0.07180217941844885,0.9871879848837202,0.5564127027832819,1.1927169591740878,1.2653943362753612,-0.2034388202206947,-1.2271806059746708,-0.36937454039885287,0.00028527047547481844,0.027063877503525884,0.9484092013645073,1.365782406633707,5.309746013447008,1.0651842766461856,1.4313820942360675,1.3090561450877436,1.8743007336067121,1.6744822793171088,1.7100803377202576,2.159825513363065,0.8054088884847176,22,male,1,4,The Ring,fear,4,3,2,1
7,-0.12165940613966558,-0.12164975838790823,-0.12665505380857317,-0.13643955742286223,-0.1382712250924041,-0.1362157831451642,-0.3541543267349225,-0.3543543217086785,-0.35155508004303765,-0.4763083806309128,-0.4869904221101697,-0.46231986417079063,-0.388174358932458,-0.40671577152038846,-0.3442368338798515,-0.31849500708898404,-0.3062692936663841,-0.20506226917068293,-0.2516843351592623,-0.2537331152692258,-0.2615528483941693,-0.22944032140961823,-0.22536622164125528,-0.2261502786032292,-0.2799172857883937,-0.2814466122592041,-0.2775062844911367,-0.21041959764420942,-0.21187123879661762,-0.1915478559862848,-0.3070248574457282,-0.3068845294884476,-0.29757336658375216,-0.3792337519000828,-0.37862183462308635,-0.36788532635160004,-0.25642882161570296,-0.2561379503611921,-0.2518985460633743,-0.23896872525114968,-0.24163493823603804,-0.24748964453291994,81.97679940973629,187.3854748603352,14.926064138332379,,,,,,,6.2552918193942375,6.260932139727931,0.07965432832751462,0.033381946087638434,187.0,14.825999999999999,0.07928342245989305,20.5,174.0,199.5,0.0,0.74487895716946,157.5,225.5,4.8622173058013765,50.78125,,,0.0042007410545401545,0.0034410223745292056,0.001540027083109578,1.22079129812079,0.45750772145420354,0.37476477333526437,-5.671993071177409,4.42714757255042,20.63352267095516,0.2145609149661949,286.97750882593687,4.660681095314396,3.164816750622541,384.6650701481958,0.5018621973929236,0.464595242485709,0.6626068376068377,0.07871794871794871,49.45144250304755,49.47264538096813,49.43140227047172,50.967260657469026,0.5127263235583543,0.4872736764416459,3.1700267392559356,3.0903921336564366,0.4760920240248894,0.5239079759751106,14.236099621277505,14.933677413435799,0.47770438851336694,0.522295611486633,10.313089653329014,10.783525483426349,1.2614874663052842,0.6570154397237338,0.7340290764949042,1.0625367963567711,0.9925075878377674,-1.5643789055818178,0.0,0.0011337248937476824,0.05656158659079734,0.9600086846887683,0.9766513501311063,1.0351880156701634,1.3229234162867936,-0.5142017012775959,-1.192359698396471,-0.20585106248653712,0.00030789712476846353,0.05585212757121614,1.1374453560292355,1.2684636143619117,5.765210418884699,0.7685765025126057,1.270891986820436,1.2839877242215454,2.15907021190569,1.618695146647404,1.7017597934307451,2.559297697514658,0.5150795856211454,22,male,1,8,Crash,anger,1,2,4,1
10,-0.060754260015225575,-0.06233261680456275,-0.06696611546952742,-0.12193382305496352,-0.12153543698231137,-0.11419217235466773,-0.08006302237286202,-0.07719209984230697,-0.07316843097793811,-0.1333853016460218,-0.13493863174508583,-0.2764860844322225,-0.3157822394589598,-0.3218201580376922,-0.23469682361282548,-0.15627317695182716,-0.1524416110610654,-0.11851502916433204,-0.10634344733523246,-0.09887868360479471,-0.10504535436511123,0.05140379157527009,0.043662410861628455,0.03361527026516755,-0.1670175707907832,-0.16631226410468913,-0.1204521851031851,-0.18831207032162567,-0.18293215422182146,-0.13707635879650742,-0.045727012666126735,-0.04788136388470417,-0.06345262966553185,-0.08463325396928666,-0.08432231086894264,-0.08468459731726188,-0.22289303026858795,-0.22246282916725124,-0.2179258295903417,-0.1233621956863286,-0.12357039095538679,-0.1296648956518892,73.83047581060615,208.19827586206895,12.246986049142272,,,,,,,12.529038253308546,12.58284852226842,0.05882366699931696,0.06017839581730741,207.5,9.6369,0.04645176978818283,12.125,202.0,217.0,0.8620689655172413,10.344827586206897,179.0,249.5,3.463458110516934,46.875,,,,0.03199783165578831,0.002280247342499833,,,0.9331176248290403,-3.442996273032059,8.897417516739129,14.700712883861588,0.6029213340607286,412.68253382353566,1.7115926874467453,3.312019928837044,100.25994877461503,0.6681034482758621,0.6752731395588538,0.916893115942029,0.3275,48.84533122663687,48.715316636135555,48.973151767661875,49.257884972170686,0.5422819710785404,0.45771802892145963,6.594461285794765,5.96449089383482,0.5757259371348779,0.42427406286512204,11.142275042249265,9.57615532262069,0.5717913549160081,0.428208645083992,9.205466277124,7.984541285910506,0.581779645135429,1.8596600816729172,1.1083305830228793,0.9826759484077887,-0.038405462057111706,0.1337723131745251,-0.5666605295962297,0.002494683858004807,0.2767381160475582,1.0841156522934146,1.356106000827979,1.3157605683988653,1.356539506546731,-0.0762525014496731,-0.03743053995860901,-0.4699293874350768,0.00026728267827958894,0.09847253300774979,0.6432374697514205,0.9557730021007504,5.010147347194067,0.9487890367147163,1.2707649407977633,1.0784590058410561,1.3641161160213402,1.3569880092037874,1.7991098561775234,2.507587808906413,0.7094463098407833,22,male,1,11,Pride and Prejudice,calmness,4,2,3,0
13,-0.2125622735280217,-0.2105192933584024,-0.16657411247131673,-0.10984531780702558,-0.10970840246707206,-0.10495796563934,-0.04798922985648445,-0.04824489844487674,-0.04217423337370823,-0.0869930236604409,-0.08789750373604069,-0.15331764502166714,-0.2450387437722368,-0.26295560765969195,-0.2517711962561922,-0.18122309727527264,-0.1749123401865309,-0.13728470329261377,-0.12428835428423274,-0.12544351156111072,-0.13425097265298805,-0.17438709497011584,-0.17141125740845475,-0.1716926913969103,-0.14359303517443905,-0.14152170974251604,-0.13555010995798342,-0.17433044272366424,-0.17211178133887375,-0.14621836542028233,-0.17216689515035555,-0.17179372917239036,-0.17519871817484145,-0.15397361828219047,-0.15353018597773038,-0.15084374434643083,-0.23200061582338108,-0.23160459432823288,-0.22712736976199746,-0.12300181802639759,-0.12324874381972147,-0.12951958195123559,71.19137472510977,215.77114427860695,8.52112764112336,,,,,,,7.552645178793948,7.5712240232214745,0.03949150693718689,0.0350030362217566,216.0,7.412999999999999,0.034319444444444444,9.0,210.0,222.0,0.0,3.980099502487562,188.0,241.0,2.324398395721925,35.15625,,,0.0289271702081833,0.054397159375608614,0.004131972226725752,0.531815806064373,0.33077345186870755,0.6219842568992655,-2.911473763591765,5.353663848702399,10.800995850327126,0.49560282593316063,181.68699387284994,2.020145760840651,2.965917563750216,87.26758646200372,0.6840796019900497,0.6667107350608144,0.8943089430894309,0.29047178538390384,49.202615353848984,49.1974651456407,49.20854879846314,49.86338797814207,0.5582975086664106,0.4417024913335895,4.001711981237972,3.5563194457280334,0.5646037956218661,0.4353962043781341,8.11326040255329,7.120896227618279,0.5631186449160913,0.43688135508390863,6.396935894464075,5.629882837797723,0.8824696763271862,1.3390728448617386,1.2235989687221314,0.9034686122024653,0.23865488783904265,0.7123391578895515,-0.7552564690715925,0.001292976267146148,0.12641632566498862,0.9788147079256964,1.522337831332718,1.2432857855198858,1.3753478557894907,-0.6990968236314092,-0.8048430948111482,-0.41375672068025693,0.000258598852823666,0.11509319964750282,0.8602378507891164,1.3975983688040872,4.761172232147219,0.9680623050906687,1.59058741931912,1.322553398610991,1.9396748443651264,1.553626053609725,1.7405791887768445,2.5691315570938755,0.8945259439935564,22,male,1,14,Gentlemans Agreement,anger,3,1,2,1
14,-0.150073586647897,-0.14920768276243748,-0.12439208294072383,-0.10244983934469704,-0.10247031676874573,-0.09926729326511723,-0.03622126233890491,-0.03849155785330493,-0.0907851915486825,-0.019855707161579226,0.015859595731692898,0.4764783381522406,-0.30715203474950653,-0.31541327920702866,-0.25384383736208094,-0.15004307508747672,-0.14649095820780353,-0.08876209096452545,-0.12446356264188545,-0.12571012414467458,-0.1349236570719319,-0.15578229007554997,-0.15315919608324213,-0.15500643110925244,-0.1518124101677091,-0.1513906062514027,-0.12470906002489529,-0.1311142870686059,-0.13653947932794858,-0.1336385400671949,-0.13806294701677072,-0.13836360987952817,-0.14503375543988092,-0.13666752419226988,-0.13632613341692557,-0.13472057917945288,-0.20721166860834145,-0.20672118195026853,-0.20207471981701386,-0.1581242080275699,-0.15829201413318922,-0.1637352270999277,73.91600835222542,207.83597883597884,8.069968401879489,,,,,,,7.229830686670689,7.2393559037943085,0.038828543773203925,0.034786232524140426,209.0,5.9304,0.02837511961722488,7.0,204.0,213.0,0.0,3.0423280423280423,178.0,235.0,2.223529411764706,39.0625,,,0.04332696133992928,0.043741586390448325,0.007902724743154555,0.9905463817628326,0.4562133572824063,0.4605741594206928,-3.129468735383206,5.118997650995823,10.198745593020803,0.501949742573945,164.00608297410977,1.997097749907795,2.9213434963491283,81.47570650839646,0.6521164021164021,0.6309393048223081,0.8585224744103249,0.2650222118307225,50.40052710520514,50.40424119290232,50.39681228087275,49.54912659887326,0.5198750995566174,0.4801249004433825,3.69067920927965,3.547330446474316,0.5103948461943468,0.489605153805653,7.2858159949061285,7.135684227116259,0.5124572569033199,0.4875427430966801,5.776756324071078,5.63548062261134,0.964075901798366,0.95115606893815,1.1229600145073144,1.1269965080910611,0.17401700350663374,-0.12450080785495254,-0.5059470627717179,0.00020197996290247864,0.046993484331252,0.8767346285486154,0.5698932715632414,0.8925458847679435,1.051047334387607,0.9072188353371207,0.12848669522237854,-0.2218600377998326,0.0007960919618524595,0.04540020788274937,1.053301915751145,1.3466662775684923,4.7744727450975155,1.0040655874039504,1.4745666353577578,1.3519954809351447,2.014796709253506,1.3727669485718001,1.7853470699689562,2.7349161419535775,0.9060573993884733,22,male,1,15,Psycho,fear,2,5,5,1
18,-0.16541573502735687,-0.16440431330705474,-0.13525697655164828,-0.12058495625687025,-0.1202133849305579,-0.11314246534824605,0.007604879426909374,0.007862210949302097,0.012596372675185364,0.07702200385187757,0.0802731733451067,0.0881305910376961,-0.21815948720680686,-0.22164375110211482,-0.17147507820445024,0.44277281131043494,0.4163051934841663,0.2270670287391121,-0.023525673916652924,-0.024994291142751618,-0.03611796160292797,-0.16166016487959525,-0.1590100533703256,-0.16058773125582648,-0.1436462373457355,-0.13178085643283802,-0.04092036641137464,-0.18292450787539077,-0.18065438542935264,-0.15368915297461802,0.029045236481697382,0.02547227946484259,0.0028886891868172998,-0.06365780420216643,-0.06332667822911157,-0.06406688584481814,-0.2534270604541127,-0.25311959064183437,-0.24883239718472144,-0.15772403183865885,-0.15787352577027808,-0.16317624146714735,81.39504252090967,188.79368029739777,13.40277140900213,,,,,,,10.578328014882635,10.597378972470754,0.07099163244025018,0.0560311557866469,187.0,13.343399999999999,0.07135508021390374,19.0,177.0,199.7,0.0,3.5315985130111525,165.5,248.0,4.33983866770752,46.875,,,0.004692927906078505,0.02807505813773796,0.005188718825263889,0.1671545178759786,0.12363737340132673,0.7396631228073496,-3.5728768549734236,7.493478534237796,17.382944219174476,0.4310824522809022,409.2203310606429,2.3197421675891112,3.318926230307009,161.29587418373092,0.37732342007434944,0.3610166964818127,0.36364676275451846,0.0,50.724348104470835,50.71987068385848,50.726683368603986,44.01759093619559,0.47710115023896305,0.522898849761037,5.176292298631568,5.4190452059340615,0.5644841672934513,0.4355158327065488,13.057562887654063,11.4668166368561,0.550791200444978,0.449208799555022,9.932406405028807,8.968624502073357,1.0714458063151602,1.740934205125681,1.3226151159921766,1.9419129088780007,-1.748830766626348,-2.7300517388791183,-0.14453325229393052,0.002318351860590627,0.2651053739871575,0.5041346921676613,0.5644979544183089,0.4704099794585549,0.2621127994324598,1.0,1.4182377208975803,-0.8689874978558143,0.00024438435983478816,0.02422231564200817,0.8882405227550916,1.238016994286565,5.445366938134157,1.206368967991049,1.3821755360505295,1.301069687876288,1.9413933006815176,1.6779416644879808,1.8459917046191916,2.6527962823748634,0.8101467798848656,30,female,2,1,Searching for Bobby Fischer,calmness,3,2,2,0
21,-0.20179322712938447,-0.1999861787903603,-0.1594101581281823,-0.1364782174249824,-0.1357619167444728,-0.1253063524114529,-0.1389004450036149,-0.13884101546096733,-0.13511622652116634,-0.21971862078290047,-0.219577377590645,-0.2017200126372992,-0.3740542595488899,-0.38585354655548965,-0.315533943923403,-0.28780157491962094,-0.27691668823680066,-0.18753527380296262,-0.1444676107637604,-0.1457430170673215,-0.15489372220998154,-0.17558415537624933,-0.1722541872707126,-0.1732727847559949,-0.19071794322807564,-0.1904813202148188,-0.17845102818688363,-0.19061560914801756,-0.18831089440635482,-0.16045449389877944,-0.3215109772562027,-0.31810786108910405,-0.30681268755952157,-0.2459047526192325,-0.24543988163250313,-0.23981091012785433,-0.2431852267774094,-0.24283393454700386,-0.23845190087610735,-0.20601316507843226,-0.2061266065404095,-0.21067104853774893,78.24583465524553,196.36976744186046,16.551264742685213,,,,,,,12.344632630297632,12.373526629496478,0.08428621618717567,0.06286422096642102,196.0,17.0499,0.08698928571428571,23.0,182.0,210.60000000000002,0.0,9.069767441860465,163.0,242.0,5.002705627705628,62.5,,,0.005622555408253378,0.05255587355512352,0.030642621606251107,0.10698369599077513,0.06330263875960407,0.5917044323718884,-2.945884265990781,8.749404586909282,21.7430117289476,0.40240069433931863,597.6517046780036,2.48508799510254,3.4834178456098197,216.13315091303508,0.3883720930232558,0.3747158283603297,0.4675324675324675,0.013986697965571206,49.82143132626773,49.8327898457957,49.80973803673946,47.44245524296675,0.4677548333900471,0.5322451666099528,5.9839331700138105,6.3831677396438575,0.5104791061920819,0.48952089380791813,15.533818820280286,15.211569370267068,0.5045274514649805,0.49547254853501965,11.770944451239679,11.664892542324564,1.0651442761225964,1.9550515072794497,1.0666218536485377,1.997066946456663,-1.4335717690567362,-2.34236560244542,-0.024071476415053854,0.003726783177830249,0.3644156963125574,0.7634786839418313,0.8472816362679503,0.81592273974832,1.1833758749678833,-1.1097860248627178,-2.109786024862718,-0.0663153239238152,0.0003367975860226024,0.049289817139527584,0.9543431697971345,1.4746347480026682,5.7991353114526785,1.2169289989953602,1.3567592479438226,1.3814407192409925,2.0222813290269372,1.8182244075176026,1.8087052619256814,3.4022653279920796,0.9730288694833277,30,female,2,4,The Ring,fear,1,5,4,1
25,-0.22252725352425376,-0.22026535095234517,-0.17317432504710153,-0.04634120927459759,-0.04761051982009566,-0.056546674727746216,-0.29551699468990633,-0.2957235958263423,-0.2930311250639865,-0.41004980977517547,-0.41092363523620645,-0.36931562034536936,-0.39490134373172775,-0.4097745329856589,-0.33682688856957843,0.032277201529878924,0.026668304136104822,-0.006328034272129927,-0.21497995424484412,-0.21613897401910565,-0.22409487316341153,-0.20275278138304578,-0.19810659527054286,-0.1980574918105248,-0.2616482728942428,-0.26280447754029423,-0.2571306384809244,-0.21313106373620244,-0.21068536056673243,-0.17999146953503548,-0.15437808592344876,-0.1543558406190626,-0.15940963171342923,-0.32254748962159974,-0.32197956169780056,-0.31331868904823085,-0.24673206964207378,-0.2463947696259984,-0.24203764591065002,-0.22769724132022437,-0.2277810138780134,-0.23190278809948656,78.17030447599693,196.59589041095893,18.64697820838339,,,,,,,13.035866402138637,13.048622827356851,0.09484927798562658,0.06630793147457224,194.0,14.825999999999999,0.07642268041237113,21.0,182.0,210.0,0.19569471624266144,11.545988258317024,159.5,283.5,5.187950937950938,70.3125,,,0.03042787402624838,0.051543285996508814,0.021902311467772988,0.590336358553502,0.29293217682044204,0.49621229205439366,-2.965333348417465,9.226769686369607,24.698221647648914,0.3735812153154473,715.9196020703589,2.6769225500738747,3.561825911072085,264.46153569441105,0.46966731898238745,0.4465704934136706,0.6820208970438328,0.040589331469834615,50.17490423559123,50.17579465539376,50.18095721493272,50.310791756820265,0.5494179993735422,0.45058200062645803,6.839135782702902,6.193547989706724,0.4745787288619875,0.5254212711380126,17.013658844249502,17.901886621388908,0.48375860671368565,0.5162413932863144,12.966300422516664,13.394732410902535,1.255147473843548,2.1296928555551005,1.5023282760260595,1.9475957399544124,-1.3554413908493919,-1.2790083064997018,-0.29103430944516323,0.0018077307513968358,0.28684287527804225,0.7148594980189091,0.6455034792018362,0.7818394982706273,0.7337382317762575,0.47029846563800426,0.3535374384839125,-0.5745462413729138,7.871566161322752e-06,0.014735095907182964,1.2073569963708606,1.4356597168351375,5.99193950670368,1.0813416796720765,1.388741437627488,1.395165986466051,2.1334707285212158,1.6020087946328987,1.724295775962771,2.512032385922401,0.7835117160503409,30,female,2,8,Crash,anger,2,5,4,1
28,-0.1814497996676954,-0.18008858936086497,-0.14592349600588106,-0.1044747464514886,-0.10445025637763199,-0.10083131924339724,0.1126968594471274,0.14426682013509784,0.3528071869937642,0.11885569019690292,0.1348584432657011,0.1093629675191839,0.10432539293149846,0.11057446486358001,0.1635080738438882,0.13462494163759964,0.12387697352631326,0.05201797008950125,1.1784059073170727,1.2818657714333865,1.481452358724147,0.054165484868643775,0.06914893711194195,0.20801238811922027,-0.2489891308542698,-0.24989089193329142,-0.2430640079103314,-0.06216075393279377,-0.060559584284976375,-0.04834315064996479,0.08021930956011653,0.10327856143747334,0.17044616568842974,1.1029520832119413,1.1987303670673786,1.5187570676257747,-0.22791690960746241,-0.22749737686245358,-0.2229593955265407,-0.25092050424015006,-0.25098126677535654,-0.254688516417129,72.0996438450783,213.18421052631578,17.07274132771561,,,,,,,13.646276431522988,13.707035987875512,0.08008445506149775,0.06401166576939557,212.0,20.38575,0.09615560951188987,27.875,197.6,228.4,0.0,14.035087719298245,179.0,258.0,5.564285714285715,74.21875,,,,0.12251553043822828,0.03715539250572257,,,0.7673010265087417,-2.0995175343248733,9.69233809699482,22.072600569538764,0.4391117115786187,672.0982787479361,2.2773248270357893,3.5344011905335924,201.06591095083854,0.3684210526315789,0.36363636363636365,0.3875,0.014705882352941176,50.11792460118555,50.14244788381002,50.093395204668624,44.54545454545455,0.4403053650463052,0.5596946349536946,6.431411874194412,7.2510747600484775,0.5793438223485323,0.42065617765146757,16.8004741727896,14.315855724247687,0.5568682368831306,0.4431317631168694,12.720443439094309,11.34729235404211,1.110273722083011,0.8817541042379935,1.1414656403724193,1.5215495817007691,-0.208285694906734,-1.1490833099042566,-0.06892091293964164,0.0003960168407476603,0.06034662074272311,0.7639929469261608,1.334460938101467,1.1627007660867452,0.6908644235105531,0.9129176073008503,1.7784465489976966,-0.8535782345547499,0.0008768306785101478,0.13201183339645703,0.5758796359145046,1.5169420197591839,5.598406338638997,1.2678050171413586,1.4598483402643256,1.3421501792152644,1.7456429290014612,1.9562975408028027,1.84337103488257,2.6728085230451155,1.0189397389543913,30,female,2,11,Pride and Prejudice,calmness,4,2,2,0
