,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14
0,-0.1810972672789199,-0.18307859975070054,-0.16276286084750574,-0.16420573239163586,-0.16600544144174073,-0.16572192263679603,-0.15188838668016336,-0.15131049411107977,-0.10151361658361127,-0.10789610179529295,-0.10931915618259778,-0.08961029397515141,-0.1060735519481268,-0.10961605033629677,-0.12730229415470679,-0.06659099250415755,-0.06568315524101374,-0.059873086950925115,-0.09649204104307658,-0.09799681813617099,-0.07542482303487143,-0.0522813597641881,-0.05681233708258702,-0.043362974651945385,-0.0971696744699834,-0.09878242709724316,-0.05699900352947352,-0.0861489133403176,-0.09024818467801568,-0.13453151707871885,-0.18860825983625612,-0.19035524704399576,-0.16648729095518952,-0.18132487263676067,-0.18320898903709357,-0.14750458378215883,-0.14685601100940163,-0.15020561816062267,-0.14489497255372305,-0.09180421192281615,-0.09670012687147318,-0.10987376318606829
1,-0.180780686870777,-0.182764259382845,-0.1626165071278643,-0.1636583691608745,-0.16546002145376806,-0.1657682114490679,-0.15544779339721004,-0.15595143416751547,-0.12525160273291938,-0.14386650763531472,-0.145166374872947,-0.11368766264147916,-0.20183290227166395,-0.2041624833029333,-0.14730720649096407,-0.06043413335703631,-0.05986694405918682,-0.05422872151055624,-0.14173300695091132,-0.1397206805028293,-0.06803381917885112,-0.15008890929492558,-0.14750955948967656,-0.07362302790692327,-0.12041876543420667,-0.11863830263272195,-0.07451863227539127,-0.20748305165793804,-0.21011581201575288,-0.15896773828322117,-0.19429427993052786,-0.1953254925762605,-0.1613102288594496,-0.18254958815377853,-0.18479916834824203,-0.15317770045680995,-0.21640675303196516,-0.2190366178905008,-0.1617003426637528,-0.19038387680808802,-0.19333995952756453,-0.13865357652812893
2,-0.18102305216132009,-0.1830046829838231,-0.1627277250701609,-0.16355093368490603,-0.16535242638366365,-0.165731808543,-0.15668276521110036,-0.15792721508263938,-0.14386673475912423,-0.14319435297978458,-0.14448307162286825,-0.13315236091566512,-0.2010123976322049,-0.20334253613394077,-0.1606403719699856,-0.06268772931267892,-0.0631732082228474,-0.06103502120556405,-0.14081938503914526,-0.13886270452431848,-0.0841608781992426,-0.14746378050998066,-0.14505498937220326,-0.08911942031895988,-0.12107373449121807,-0.12110508209957002,-0.08747740578575451,-0.20579445221634185,-0.20843649019633873,-0.17310026618011012,-0.19443413831168568,-0.1961607913547058,-0.17679522001830475,-0.18367045578383337,-0.1860536427962134,-0.15729867528923144,-0.2152803873108971,-0.2179178052150246,-0.1754076274315134,-0.19291699142265603,-0.1958178348680201,-0.1506526811945376
3,-0.18094717031618618,-0.1829297239218837,-0.1626940576167746,-0.1634916864470831,-0.16529379797180996,-0.16570052753846506,-0.15584195052853447,-0.15639634346978307,-0.12736622726275948,-0.13932833024598387,-0.14064305566236251,-0.11216117226251054,-0.1551641610561566,-0.15809438020177907,-0.1453242936726385,-0.059242842421455326,-0.05874176316685685,-0.05314247841928329,-0.12400145624404295,-0.12336679301499826,-0.06562186283402385,-0.04300413059925334,-0.048236416242714505,-0.07147867726679101,-0.10868778846799242,-0.10954266475955732,-0.07103524772789759,-0.13554243122135043,-0.1390643123916361,-0.15272089069821523,-0.18849938946462924,-0.19024895671732067,-0.15851972013587592,-0.18225982491002385,-0.18447489356863467,-0.1521149527279627,-0.18017545475605407,-0.18319044266295434,-0.15950471253893658,-0.14695193796737135,-0.15077787101864776,-0.13699959534036177
4,-0.1811335426888881,-0.1831154341965276,-0.16278255737179842,-0.1635673672533056,-0.16536942961310389,-0.16572172763576568,-0.15443513234072484,-0.1548085100708591,-0.11983154759700318,-0.144510178890382,-0.14581065112175004,-0.09981414032436786,-0.14311916252738824,-0.14621947384123476,-0.13513049135005833,-0.05566311683034194,-0.05535997350697894,-0.04985732645199696,-0.1284595498714948,-0.1274842649095168,-0.05456865052830892,-0.025861180929706983,-0.03237256162448813,-0.059810597148625404,-0.10091627675983626,-0.10228442880876604,-0.06018987524979416,-0.11822659539640518,-0.12197874492202995,-0.14602785780632238,-0.18565863398395413,-0.18742075817967863,-0.1469500895353695,-0.18152056820557805,-0.1836474955271237,-0.14939481481398367,-0.17916957080747786,-0.18219899381314567,-0.14934625226807366,-0.12989519545076253,-0.13407056747089705,-0.12771607162649434
5,-0.18110080459701644,-0.18308295260160712,-0.16276748733820168,-0.1635167858814384,-0.1653190948583902,-0.16571574122547683,-0.15631734697233038,-0.15693276527965602,-0.12989401557822616,-0.1482536790873793,-0.14954323776519587,-0.11101986549490393,-0.20407789280967484,-0.20638211510851384,-0.14220074396260413,-0.061864991688775454,-0.061218501530111255,-0.0555364560411711,-0.1448181113978087,-0.14257120782704463,-0.06377921226888,-0.15602813399159512,-0.15302233456508768,-0.06801024650598327,-0.1158486705747921,-0.11381295561221796,-0.06764894723758423,-0.20934050088592962,-0.21195472099015214,-0.15316608704608814,-0.19315115276481643,-0.19403763391563572,-0.15554938989678532,-0.18229076868930655,-0.18450947866229497,-0.15222427319256826,-0.21622731341418727,-0.2178122822353765,-0.1573681928562565,-0.19464894675688904,-0.1968385313617211,-0.1343029934157376
6,-0.1813367116842113,-0.18331736798040457,-0.1628771148874876,-0.16335866395889456,-0.1651612174583596,-0.1656262625674846,-0.1571423731366722,-0.15786395593130198,-0.13431488841182687,-0.14846307630561473,-0.14974631977617703,-0.11451276743244027,-0.1920773851486437,-0.19454046041168505,-0.12132923034775865,-0.06524216816488863,-0.06440889313794806,-0.058634663351794576,-0.13997186851504173,-0.13809869597270824,-0.06558590393499061,-0.11109685648043197,-0.11138037342069022,-0.04940471037938096,-0.1040857883812733,-0.09940609603652438,-0.045474507213823866,-0.18813611328357804,-0.19101870925857425,-0.13522519523841967,-0.19344147544526116,-0.19436477092235513,-0.15702159324622528,-0.18157147470095303,-0.18350208532626866,-0.1485052593705037,-0.21043348999708525,-0.21040575859310073,-0.13261458746115282,-0.18296417460202677,-0.1825330611735802,-0.09677535350872972
7,-0.18119744560828566,-0.1831783050846007,-0.16280997656336788,-0.1635503853695958,-0.16535206222902038,-0.16573227966627369,-0.15895260501035074,-0.15990701531923082,-0.14399642926458786,-0.14933668620838317,-0.1506109156479593,-0.12630452106427967,-0.16320177589934798,-0.16602261560650045,-0.15153996483415824,-0.06953365609604593,-0.06846283661792756,-0.06256501040555301,-0.13669894983882055,-0.13507352801407518,-0.07548874242132386,-0.08062911458680888,-0.08310997300047028,-0.07995289452586521,-0.11033219792673862,-0.11107606792375233,-0.07793327290819434,-0.13429167165810346,-0.13781900003105726,-0.15227747809308081,-0.18963534649098537,-0.19138084942931322,-0.16699516796421474,-0.1832599746317097,-0.1855942341037841,-0.15578967782450476,-0.2111817751565846,-0.21386507240064195,-0.16823846817691346,-0.1615757950981884,-0.16510498505910595,-0.14327335055913806
8,-0.17960036278267197,-0.18101478433821785,-0.14891052050651762,-0.04712321853705534,-0.02670229467291836,0.5154841797838987,1.9453115010812165,2.346221739427007,11.905416945150757,2.8612718583026697,3.4308799878275393,15.06752795340549,3.8254355589689895,4.540731496276387,13.937163840512865,6.138333634867838,6.120177619827403,6.028723993636542,9.595929291532386,10.57570070999525,14.759198193387245,10.349943197998476,11.469856662182922,16.411621819173646,9.994500757370046,11.150779660293372,16.186598649822198,4.002054242488935,4.752844923629449,14.491569790634015,2.475678045010818,2.978982709087637,14.226446333892483,2.4469347650893187,2.920788855105738,10.196397942872721,3.47957713160686,4.144225358064574,13.599770674302754,3.9683948472492103,4.670753849981228,12.125296468151804
9,-0.18200760360205154,-0.1839061111216457,-0.1607445635661187,-0.16392223167816192,-0.1655930232919396,-0.1623963385254689,-0.16081046430370144,-0.16200377419828377,-0.1539256330849949,-0.16955064485987897,-0.17072682893786661,-0.1459798523970057,-0.2193632087584679,-0.2214057553809168,-0.16914115729802962,-0.07317738824061466,-0.07191484212618016,-0.06594909999725532,-0.16963668495114614,-0.1652637817589733,-0.0941441615398554,-0.18642102656758008,-0.1810315130638881,-0.09848468542293141,-0.13562865802477037,-0.13469719411764433,-0.09739655842429436,-0.2278267161542521,-0.23015904123404105,-0.182539349174594,-0.19921015765131822,-0.20086341071251873,-0.1860389906483137,-0.18428086656708947,-0.18673677461200486,-0.1595386548184249,-0.22347654689688756,-0.22586295631186157,-0.18229056228338214,-0.2028484140570088,-0.20527866699114472,-0.1551001441913735
