,ECG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
0,1.0193501327355166,0.9807147949722173,0.9428950372028653,,,,,,,0.9374628556625093,0.9331890400532303,0.961436446812233,0.9558971623971912,0.9817299301919721,1.0,1.0186170212765957,1.1538461538461537,0.9782608695652174,0.9949748743718593,,inf,0.967938256493948,1.0112612612612613,0.8917603671302009,1.0416666666666667,,,,0.4926460492104121,,,,0.5909711719901374,1.3116588220717897,0.9331890400532303,0.9439947058147901,0.988531176247786,0.880949962183039,1.0116950355158476,0.9821825804591301,0.9550134258745163,1.0247159580786693,0.9830001524710184,0.8914297593750549,1.3806818181818183,1.001613159397769,1.0019099976115857,1.0013227995820349,1.0384440761281457,1.023861707186272,0.9744629059410184,0.9441468776074587,0.9212487335553974,1.00693747703245,0.992210968421859,0.947205850484848,0.9402878477882182,1.008488818809571,0.9906217972086103,0.9469246284166233,0.9385473371127426,1.195256454627161,1.8097827293848943,1.2040711990159405,1.176303622199384,1.577097734682504,0.048745747094102676,1.3619430149541727,6.156158216123548,3.8287772773117617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.438378068214479,0.8587306111783048,1.087459124593949,0.9242062765998913,1.6574310454895782,1.2327301156613975,1.4428799460473174,0.9849680874572108,0.9846038351532174,1.3520418335230593,0.7543696601469132
1,0.9019112077533142,1.1089908148891567,1.2121971279119048,,,,,,,1.646394213855828,1.6416991238264749,1.0930632712526689,1.4845877817485664,1.1133451898692488,1.1047619047619048,0.9922434953362789,1.2379032258064515,1.1137724550898203,1.1327956989247312,,inf,1.034065639138103,1.116550749836992,1.054473033151905,inf,,,,4.070582869868756,,,,0.8748949076737631,0.694394625668455,1.6416991238264749,1.1952392798673004,1.3735292805306845,1.9622268843945472,0.7281468439233507,1.0991821284482535,0.8703081318717784,0.8537804076265614,0.8802724227104062,0.7676406926406926,inf,1.0188882992952375,1.0179207929298384,1.0198113015939443,0.965191322372285,0.9715845581361531,1.027586683927121,1.6178297019783787,1.664169015158334,1.0248387259175527,0.9765544918806325,1.2099660245862687,1.181118270918646,1.0209962244652737,0.9801736381103012,1.2281561698222638,1.2033438625527935,0.8579790900826145,1.3905664657382424,0.8649245910562811,0.8881406544211878,0.2901380732698593,0.193827483873653,1.1337497942568238,0.07656796896368545,0.5715558976737696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1744252268628639,1.3511386322500436,1.1317089244275755,1.3034366392752914,1.4182138331670497,1.2417272072875556,1.8765635362734192,1.0699193197237609,1.0286487629341199,1.3026860957310287,1.4651310445954129
2,1.0327772184900805,0.9678878962036339,1.0940668466284746,,,,,,,0.9737268494231959,0.9681264879742274,1.1303652404881634,1.006032627790112,0.9803921568627451,1.1111111111111112,1.1333333333333333,1.0689950513894175,0.9650934197696788,0.9751609935602575,,inf,0.8783783783783784,0.9915164082221422,1.2182288671650374,1.3333333333333333,,,,0.33229686895145516,,,,0.35259407091145567,1.3525786295246462,0.9681264879742273,1.1043981010405304,0.8766024780466548,1.069207867769809,1.1408263649621877,1.0090719303883091,1.259915570595393,0.9672560511892587,0.9362657935547727,0.9040562726449275,1.1380597014925373,1.0002330178703736,1.0004940759903556,0.9999774062925358,1.13792363700946,1.069058678038695,0.9465166042068991,1.0009471491812982,0.9418989780431053,0.7780849924454538,1.42331579973538,0.9741222116055064,1.3175277663405551,0.8020292671315663,1.3397458950890069,0.9762092708782016,1.2617505045820572,1.0317463632501132,0.97303528525511,0.9184586281544638,1.1924221031692035,3.328455167412117,5.386665517806822,0.39991242684846506,1.703823065837587,1.097684027156643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2398874366674226,0.853926010577194,1.1202187790976974,0.9018403165309082,inf,1.6938950833372584,2.7827827457683725,0.9140288253540001,0.9679505848084283,1.1624710350472836,0.9798493998216977
3,0.9521824290545758,1.0497241709017382,1.1903375164865948,,,,,,,1.2354419454488217,1.2360880388651245,1.1339528053733352,1.1769208326825769,1.0561224489795917,1.1428571428571428,1.0821256038647344,1.2435897435897436,1.047872340425532,1.056992028091487,,inf,0.9141344383057091,1.0482456140350878,1.273316217512646,inf,,,,1.0455454819900143,,,,0.5905782653245362,0.9815842041320262,1.2360880388651247,1.2162119355205339,1.0163291527058669,1.5033797892513556,0.9839507527550458,1.05969964008626,1.196676778787181,1.0908579953509352,1.0903841942868517,1.1235859728506787,inf,0.9260421077428935,0.9320785706831578,0.9200716588011957,0.9058965207275804,0.8042302788388702,1.2379692118123327,1.1033260216373804,1.3690424846145577,0.8619147898451772,1.322481856635972,1.1285732530593973,1.3960731775182689,0.8568082968372985,1.3110557249157093,1.126642196698695,1.3922774172271868,0.9956090124349721,0.8397954049192253,0.9181742594983974,1.0090501548935396,0.6450640223771134,1.244514875688324,0.20172850639237902,0.8994089765074669,0.8757071597534342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3177758459672806,0.8045407568412859,1.1034175241527966,0.9472273669653064,1.4900025981451055,1.107013409219181,1.1685852665326895,0.9217416578435704,1.0343983258535565,1.1072565957532041,0.8016174601723894
4,1.0632386068147466,0.9423834846346153,0.6853939285019239,,,,,,,0.7477801042524663,0.7457935590929343,0.7272984825878678,0.7934992955585534,0.9333333333333333,0.7867647058823529,0.8429621848739496,0.7819990954319312,0.953125,0.9302325581395349,,0.8397790055248618,1.2411971830985915,0.9691629955947136,0.8566705224599962,0.0,,,,13.79776645938253,,,,0.6971820691317375,0.4878496514661368,0.7457935590929343,0.738284564136592,1.0101639585475986,0.5506118936010433,0.990038436448847,0.9201552933539436,0.7309250959143191,1.1340197555667169,1.0561735227008644,1.0372734201773837,inf,1.0820973262478168,1.1032035082285379,1.0655682073466863,1.0535571262872976,1.5200602002050476,0.748849295511941,0.918282930270665,0.6445666412961281,1.0352077657858398,0.9642927565323025,0.7511675796392715,0.724983851493519,1.0744764025414568,0.9306454669968047,0.7660855753302943,0.712974745916421,1.3132257186614127,1.4281042394999948,1.274392585367493,1.0393650633257239,0.9730250409058709,-3.905992573780688,1.574922431522285,0.457028515240796,1.3525030395264759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3711305354165477,1.3012395839079973,0.9911332427107336,1.05854398446697,1.6904736142560886,1.1750753678506967,1.3926249958849044,1.1460758053108082,0.9118458426643808,1.1454139905471652,0.7770372821041758
5,1.0483758524298434,0.9538691326719964,0.796674814995768,,,,,,,0.5214735736387233,0.5194923100234667,0.8352034871285726,0.5466929136912637,0.9451073985680191,0.5483870967741935,0.580237862495927,0.5,0.9957412784103796,0.9328888888888889,,0.08322087269455689,0.935064935064935,0.9753086419753086,1.0600141298139074,1.0,,,,0.3029800723484884,,,,0.6839611865870234,1.5521141112265975,0.5194923100234667,0.8239043341432701,0.6305256977657981,0.42801154889246995,1.5860013511669417,0.8987148762363154,1.3067147584452385,0.9023383162047129,0.8644147080961315,0.8372168284789645,0.3619402985074627,0.950434949924494,0.9513342432664956,0.9498020476987907,0.8590208411313268,0.7932025310805525,1.4084001749745525,0.4621731152216566,0.6158653627862221,1.2831006580114894,0.8604363295427067,0.9332231355151334,0.7642339701894996,1.17616097437508,0.8991903448709944,0.8657893376698151,0.7570285536224333,0.9959844828624329,0.6024635361995456,0.9501684148259171,1.021074634621811,2.007352035019236,-0.10873834128770107,0.9779740142816924,0.6588791444975475,0.4427897313564835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5238729495669103,1.216470437674658,1.0789574914702291,0.9573406284154157,1.5434843760519221,1.4418318333866318,1.8878586611108847,1.0861603506664526,1.0683986146077848,1.05016755291395,0.8245135189292745
6,0.9664084373776278,1.0346273609603036,1.044210990756059,,,,,,,0.6939590232407267,0.6907985010415068,1.0092628710236147,0.6707332651717011,1.046116504854369,0.6111111111111112,0.5842975404344914,0.5945945945945946,1.0605128205128205,1.023041474654378,,0.5458515283842794,0.9715259740259741,1.0216450216450217,0.6749552190197037,1.3333333333333333,,,,0.2621692718869473,,,,0.4543105958633372,1.604094178295831,0.6907985010415069,1.0876941812904224,0.6351030616790756,0.7513783217692819,1.57455300266751,0.9618472752723912,1.7126306606997819,1.3512926756649464,1.3110254532925623,1.2633119383825417,inf,0.993933807580275,0.9948153284030055,0.9930749630140119,1.0535930259954451,0.9168019143364016,1.110855833648249,0.6614083071345094,0.7280545082336145,0.9778104422898963,1.0238745706865289,1.075352851973634,1.1004142990370376,0.9627492489271456,1.0404836330899747,1.0189628189765414,1.059311474959848,1.1616070036748645,0.6146716597793367,0.9952826349711621,1.3507265626874423,0.16557745088121834,-0.3141301962246509,0.34868628588179307,1.1880412075850564,0.30969662980634693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7217944128556488,0.7776836191398375,1.033857907384518,0.7006191576764859,1.664252600544839,1.140663948919007,1.1802283631477273,0.8030288984280173,0.9395220013313461,0.8463247785089495,0.7625420092723489
7,1.0635950959320084,0.9402367612916858,0.871160983277388,,,,,,,0.7782305316281621,0.7737602745482408,0.9265336176541632,0.8276964834158622,0.9022932308945928,1.0526315789473684,1.1666197579510271,0.7068965517241379,0.9666666666666667,0.9322429906542056,,0.1415270018621974,0.9662576687116564,1.0203619909502262,1.7913432179268227,0.9285714285714286,,,,,0.17038004196748968,,,,,0.7737602745482406,0.8707931241908762,0.888574269192129,0.6737821072467154,1.1254374529352393,0.9486009189524585,0.9800283752120272,1.0748189530312435,1.0518558520586918,0.9687758659469186,0.6123076923076923,1.0045237252821133,1.0046136080308155,1.0044012143499659,0.913712392137618,0.8820795659391407,1.163524448651229,0.726705193341669,0.8345859876160313,1.1283983778571192,0.9069190987891906,0.9249733148754686,0.8292736091282593,1.1091174082121809,0.9180312421327019,0.9117085338368217,0.8294829679547762,0.8423379783128261,0.47855782172046973,0.4267729076181085,0.6860496655752066,-5.678346426634995,-3.7041686582377205,-0.0,1.195409367992486,0.5810043188705233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.204834876812405,1.8173678036613958,1.1636771315369185,1.089710279589509,1.5501051792369647,1.505499438264584,2.538208492049959,1.2713004245399138,1.1971428638897954,1.2674456574143202,0.7831806711701
8,0.9722575435067669,1.0297657841980645,0.713734638034099,,,,,,,0.7492776531181979,0.7476562273672155,0.6931038416977112,0.7276194060991282,1.007799006908463,0.5,0.4961340206185567,0.5662393162393162,1.0775862068965516,0.9966183574879226,,0.10771276595744682,1.272715910511186,1.0222222222222221,0.49990503323836655,0.45454545454545453,,,,2.1281331472928624,,,,0.6333532375028263,0.8019637880371809,0.7476562273672156,0.7381817390505134,1.0128324647958995,0.5519077597309221,0.9873422776496771,0.9232494471468602,0.7288362876451415,1.0131686622448102,0.9752008093458581,0.9712659135736059,0.7262745098039216,1.063580742723703,1.088958171508307,1.0447160847348465,0.962233524032232,1.0923163636637345,0.9415858988413222,0.7802539529879167,0.7244511322833512,1.0237584259471126,0.9798638603449658,0.7468935610469074,0.7307101213877889,1.0274243428957657,0.9771950502374505,0.7487835733528406,0.7302558544330089,0.9594201106587685,0.6352008955828945,0.8150184497923182,0.9369237723064661,1.8231304241842423,2.991958791564832,0.37570416892282277,0.6599578545595206,0.4080645053121983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.375690978753555,1.1271190772102515,1.0027768216188027,1.173047270683822,1.606082398165991,1.10364610058136,1.502751367487626,0.9815427082971712,1.1086302113549276,1.3044344355069493,0.9947197282259291
9,1.0172201251169484,0.9826612056373304,0.9470412233256552,,,,,,,0.9339672305066369,0.9329940381089079,0.9637515126196798,0.9504468326913225,0.9903381642512077,0.625,0.6310975609756098,0.5277777777777778,0.9950738916256158,0.9746954076850984,,0.8915662650602408,0.9521276595744681,0.9819004524886877,0.7108002119766825,1.3333333333333333,,,,3.9111215270873574,,,,0.8710358251494685,0.6259242064610692,0.932994038108908,0.95245681463375,0.9795376511327988,0.8886648004231489,1.0211544014762453,0.9824520710092091,0.9725776058516098,1.1319454689506325,1.16514926297535,1.1105278592375367,1.25,1.0378418511008984,1.0368321157856493,1.0388807222013732,0.986335998667333,0.8817117033862135,1.1072943362795895,0.8756013787948764,0.9821987969089191,1.3189978635683275,0.5360245315786807,1.091745810563379,0.685333428921306,1.224774837790937,0.711948499822892,1.0476586037111515,0.7959012827510015,1.2085790529506752,0.5662254070547653,0.9168742431794574,0.7946393993542112,12.566688812090772,-2.230796976823059,1.3898422656488305,6.067381750023555,0.8935322169153712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.515952715982111,0.6492135063999173,0.8812103628506704,0.796524026281888,0.9403033661760447,0.9448669534797802,0.7307868462396409,0.7494643668569466,0.9349890215829542,0.9909380826904302,0.9153414577326544
