,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14
0,-0.13760747265947598,-0.13723843650283973,-0.11699671562701691,-0.08061196564994633,-0.08111785542590544,-0.10877306565959073,-0.14668286375538503,-0.1829290609801099,-0.22977146767918358,-0.2737788208613997,-0.27396231729677506,-0.33960668089949586,-0.35307229591202,-0.36376708852558404,-0.3027404520009423,-0.050014745168994935,-0.06590601715773947,-0.06627668876919945,-0.20470690703144237,-0.20589155050859997,-0.16338204541779666,-0.20772196859109385,-0.2028377700817429,-0.2142846067339104,-0.20208979073271452,-0.20209389582956777,-0.22454835771439047,-0.20567205165952654,-0.203274704636911,-0.17457036095700734,-0.239332323272102,-0.23760430854415968,-0.17481427827869683,-0.27279631865349196,-0.2790337775842843,-0.2756212148826679,-0.24317717192370816,-0.24282889268273325,-0.23295813350810723,-0.2195885197597339,-0.2196927448860307,-0.2224784454270979
1,-0.1391735798468682,-0.13868521846276372,-0.11759895552137627,-0.09620717917797858,-0.0963378677404021,-0.110292889068247,-0.11905141252789367,-0.10416972301110342,-0.09117817922050127,-0.13265218995849148,-0.1318828510404277,-0.2750076164604345,-0.2187943418056341,-0.22221878148396945,-0.19897510553579198,-0.21193003671475294,-0.2049369731261563,-0.1445345068484069,-0.1690871324478377,-0.17028624865929054,-0.21572590531244706,-0.14792755066893332,-0.14590401862319913,-0.16167105002414953,-0.1664898225212328,-0.1579889842110777,-0.13793334946553676,-0.14698868229936082,-0.14490238599253616,-0.13496127323984464,-0.1836065874058274,-0.19908568478476796,-0.2202491427723587,-0.1905186724148735,-0.17800824455614644,-0.16768211651388912,-0.19781000550626604,-0.20359765730964696,-0.20967563179511994,-0.20004436732237513,-0.20014553623310397,-0.2069110063480023
2,-0.12768960935233697,-0.1275385294632894,-0.11041956170723587,-0.10120304145522273,-0.1012590396921321,-0.0983809038417938,-0.10576489624153636,-0.10569883799850571,0.042209014252505415,-0.16259249108752818,-0.1622183893339315,0.025383507940564713,-0.2566132668790994,-0.2621805884659122,0.00755484522104733,-0.15643684259019672,-0.1523126165590244,-0.057659537269278804,-0.177223769086719,-0.1784606663135682,-0.1386748232432141,-0.17312679217291027,-0.16992826725580196,-0.10133898475951136,-0.14047944419115735,-0.1083241210586943,0.014033459249067862,-0.16430181495498308,-0.16216138465378052,-0.08436407130937465,-0.16709367626924085,-0.166828583307227,-0.08712732712901414,0.02360669992779289,0.0236909016920899,0.018826942159848276,-0.21025603455650876,-0.20977784451441417,-0.16522161542512975,-0.1501809777040716,-0.15037699236829896,-0.07119324557131314
3,-0.15897189919400448,-0.15812293109873288,-0.13111141116321726,-0.10067363045499615,-0.10073900016580183,-0.09796377330409566,-0.06962936969589933,-0.030775279689480697,-0.003793193546210513,-0.16408827895738184,-0.1637051446405107,-0.05275420505122941,-0.30549153869493406,-0.3136521065286971,-0.2192970430998418,-0.1142289367683866,-0.1065834130298794,-0.0856924830290332,-0.19077243332026478,-0.19198107136149947,-0.16023644182311236,-0.1870847927290513,-0.18320416502203457,-0.164320016507806,-0.18156530121958095,-0.18116694848550774,-0.09573849717243776,-0.18574793302569406,-0.18347224775782028,-0.1562287380857053,-0.2077940884384909,-0.20670022423865833,-0.12427012320774293,-0.07861347689790102,-0.07830622611583163,-0.07880954563507651,-0.2310143151768611,-0.23061746730725258,-0.1950136266907019,-0.19355019367011914,-0.1936874766641917,-0.15888340323052105
4,-0.11048041034707985,-0.11071250523951527,-0.09903100029160913,-0.11150571307372902,-0.11133725694076517,-0.08905083057522742,0.04965063290497807,0.050012399717368955,0.05497528402843486,-0.12009256782148725,-0.119508859566286,0.008725725651592837,-0.07476483638713009,-0.07067190850090947,-0.1456351588079753,-0.07909969369275094,-0.07890883151245238,-0.06913629195076557,-0.10242161236265543,-0.1038055763101243,-0.14343836933506326,-0.1167118632351889,-0.1162673054459169,-0.13786967050070595,0.06450195609222922,0.058619971837047244,-0.06695119581737845,-0.08906616976367669,-0.0873951830078519,-0.09168158564308715,0.007629735452540735,0.0043302289490941845,-0.09644429334871508,-0.028710207032452743,-0.02845470043721988,-0.03080114143759014,-0.1457324018988624,-0.1450068696002711,-0.18646976972033757,-0.016868088462008008,-0.017255284808366834,-0.11691256499068728
5,-0.12614681530620933,-0.12600032727516475,-0.10924413364688897,-0.05500336462133766,-0.037064296083592956,0.2631933480257781,2.1547270450064664,2.1622189359946686,2.1962259251861513,0.918672244066853,1.2126585129580798,1.962720753665285,0.44273187282253473,0.4759076057373796,0.44617042728632245,1.8123687792813237,1.833336765514085,1.1084425361136565,0.29916428795383065,0.29795486090332857,0.2847199135704433,0.11947903993821535,0.10900219964802038,0.09867794215665077,0.5247065167360652,0.5402167175687645,0.6227228403958204,0.11922338539976961,0.12021208226621523,0.11158098348336687,0.6495627136714676,0.6348416194936416,0.5569281332224344,2.8055055269820204,2.8076039233177785,2.718896620391357,0.007961817509412368,0.009749897164810182,0.018150695986663464,0.24920040773033644,0.24932334252101823,0.2396412376324196
6,-0.1304715687451177,-0.13018922493803833,-0.11190311436520448,-0.10165430272618096,-0.10167973648626417,-0.09231725461597651,0.03891367351622777,0.05523130032769921,0.037231321527935124,-0.1050661014463383,-0.10419867672812055,-0.09161055282767484,-0.18293808960126845,-0.18446864842954577,-0.17719014825175097,-0.10696842709798055,-0.09819037175779832,-0.08997757753963878,-0.14480566705517517,-0.14604874508861085,-0.17614440936971165,-0.13877205338229323,-0.13720255114534516,-0.14700046256521923,-0.039023169353588114,-0.05090537854380816,-0.09152584668958971,-0.1270250592194026,-0.12506576835794736,-0.12233759802156646,-0.0709323983446891,-0.0730040248300297,-0.14375561301680706,0.1660480764659402,0.18814099650114838,0.14767864478655565,-0.1724410433906387,-0.17556102192604628,-0.19608625133359078,-0.09818799507354611,-0.09838097282630691,-0.13716636875847935
7,-0.12165940613966558,-0.12164975838790823,-0.12665505380857317,-0.13643955742286223,-0.1382712250924041,-0.1362157831451642,-0.3541543267349225,-0.3543543217086785,-0.35155508004303765,-0.4763083806309128,-0.4869904221101697,-0.46231986417079063,-0.388174358932458,-0.40671577152038846,-0.3442368338798515,-0.31849500708898404,-0.3062692936663841,-0.20506226917068293,-0.2516843351592623,-0.2537331152692258,-0.2615528483941693,-0.22944032140961823,-0.22536622164125528,-0.2261502786032292,-0.2799172857883937,-0.2814466122592041,-0.2775062844911367,-0.21041959764420942,-0.21187123879661762,-0.1915478559862848,-0.3070248574457282,-0.3068845294884476,-0.29757336658375216,-0.3792337519000828,-0.37862183462308635,-0.36788532635160004,-0.25642882161570296,-0.2561379503611921,-0.2518985460633743,-0.23896872525114968,-0.24163493823603804,-0.24748964453291994
8,-0.191232707872126,-0.189655724652743,-0.1551776160802775,-0.10094967985833601,-0.10920906815620515,-0.13321898573855379,-0.3007019922096127,-0.30074405538360244,-0.2972939268225817,3.3529311977825236,2.739817713119832,-0.151675907505479,1.3196864380927054,1.1016707626362152,-0.2050556889383092,-0.2970179644291634,-0.28972029620073075,-0.19604585269671126,0.8297272313492302,0.6509616340048262,-0.16521262193949443,0.5095351976556616,0.3641251514283004,-0.1671952630045124,1.1963975873162764,0.9781350583933661,-0.13405364394117492,0.5259024503238469,0.4018219132081708,-0.13445154971341028,2.0399407699481547,1.621019673332359,-0.10965441477690534,-0.3155944434677967,-0.31485073668703256,-0.30565329366913585,0.2599858728390358,0.1778237086108709,-0.2058052568809201,0.7844358413276062,0.6154275073919105,-0.16014838548494978
9,-0.11570826531496246,-0.10620885573380874,-0.09194241922428688,-0.08796293301053187,-0.08449752867534796,-0.08343685030981401,-0.181341275364274,-0.1702702674308637,-0.16002866456219825,-0.38897327513956104,-0.3897083653560754,-0.3506360622177366,-0.2906076168343117,-0.2896502422118106,-0.2267168072777062,-0.2140373353609782,-0.20693544406745387,-0.1457133749299144,-0.19219483882660757,-0.18933920380138344,-0.19534259316679606,-0.17730956800832065,-0.17025508115334848,-0.16924396927952026,-0.14199296671670808,-0.14078971125071857,-0.12426309142789825,0.6098781668112535,0.5993610412958676,0.10992681428984064,-0.1866194123357495,-0.17776189165923503,-0.17602148282027272,-0.22221281141568996,-0.2115520606563255,-0.20115084705555447,-0.21407801272960356,-0.21360040325327745,-0.20893149833953348,-0.2368702799605301,-0.23694192791788476,-0.24088837181218833
